bizesNm,indsLclsNm,indsMclsNm,indsScnm,sigunguNm,sigunguDetailNm,adongNm,lnAdr,rdnAdr
한울축산유통나운점,소매,식료품 소매,정육점,전북특별자치도,군산시,나운2동,전북특별자치도 군산시 나운동 1526,전북특별자치도 군산시 축동로 83
명동산장펜션,숙박,일반 숙박,펜션,전북특별자치도,정읍시,내장상동,전북특별자치도 정읍시 내장동 71-5,전북특별자치도 정읍시 내장산로 941-14
살롱드에이치,수리·개인,이용·미용,미용실,전북특별자치도,정읍시,연지동,전북특별자치도 정읍시 연지동 636,전북특별자치도 정읍시 중앙로 49
처갓집양념치킨정읍,음식,기타 간이,치킨,전북특별자치도,정읍시,내장상동,전북특별자치도 정읍시 상동 280-51,전북특별자치도 정읍시 상동중앙로 2
평양면옥,음식,한식,냉면/밀면,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동1가 484-8,전북특별자치도 전주시 덕진구 솔내8길 10-3
우노스,음식,기타 간이,빵/도넛,전북특별자치도,전주시 덕진구,덕진동,전북특별자치도 전주시 덕진구 덕진동1가 1315-51,전북특별자치도 전주시 덕진구 권삼득로 350
성원미용실,수리·개인,이용·미용,미용실,전북특별자치도,고창군,심원면,전북특별자치도 고창군 심원면 연화리 742-4,전북특별자치도 고창군 심원면 심원로 176
더시티호텔,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,군산시,소룡동,전북특별자치도 군산시 소룡동 1556,전북특별자치도 군산시 소룡1길 49
카페탑,음식,비알코올 ,카페,전북특별자치도,남원시,금지면,전북특별자치도 남원시 금지면 옹정리 301-1,전북특별자치도 남원시 금지면 금지순환길 917-23
북닷컴&세종,소매,오락용품 소매,서점,전북특별자치도,전주시 덕진구,인후3동,전북특별자치도 전주시 덕진구 인후동1가 868-4,전북특별자치도 전주시 덕진구 무삼지로 59
고창베리유통센타,소매,식료품 소매,채소/과일 소매업,전북특별자치도,고창군,흥덕면,전북특별자치도 고창군 흥덕면 치룡리 565-1,전북특별자치도 고창군 흥덕면 치일길 40-4
혁신문화별협동조합,교육,기타 교육,레크리에이션 교육기관,전북특별자치도,전주시 덕진구,혁신동,전북특별자치도 전주시 덕진구 중동 778-3,전북특별자치도 전주시 덕진구 오공로 49
문미란G.X,교육,기타 교육,레크리에이션 교육기관,전북특별자치도,군산시,조촌동,전북특별자치도 군산시 조촌동 2-36,전북특별자치도 군산시 궁포3로 14
입암순대국밥,음식,한식,백반/한정식,전북특별자치도,정읍시,입암면,전북특별자치도 정읍시 입암면 천원리 72-9,전북특별자치도 정읍시 입암면 정읍남로 504
대성철물,소매,철물·건설자재 소매,철물/공구 소매업,전북특별자치도,장수군,장수읍,전북특별자치도 장수군 장수읍 장수리 457-10,전북특별자치도 장수군 장수읍 시장통길 2
바이민,소매,섬유·의복·신발 소매,침구류/커튼 소매업,전북특별자치도,익산시,영등2동,전북특별자치도 익산시 영등동 809-13,전북특별자치도 익산시 궁동로 5
온디자인컴퍼니,과학·기술,광고,광고물 설계/제작업,전북특별자치도,고창군,고창읍,전북특별자치도 고창군 고창읍 교촌리 223-1,전북특별자치도 고창군 고창읍 모양성로 96
강뜰애,음식,한식,백반/한정식,전북특별자치도,익산시,삼성동,전북특별자치도 익산시 부송동 1087-2,전북특별자치도 익산시 무왕로23길 19
뉴랜드알로에,소매,의약·화장품 소매,화장품 소매업,전북특별자치도,고창군,고창읍,전북특별자치도 고창군 고창읍 읍내리 213-3,전북특별자치도 고창군 고창읍 중앙로 207
범씨세차장,수리·개인,자동차 수리·세차,자동차 세차장,전북특별자치도,전주시 덕진구,호성동,전북특별자치도 전주시 덕진구 호성동2가 662-17,전북특별자치도 전주시 덕진구 동부대로 960
타이틀리스트,소매,섬유·의복·신발 소매,기타 의류 소매업,전북특별자치도,군산시,수송동,전북특별자치도 군산시 수송동 51-26,전북특별자치도 군산시 월명로 157
지스타일,소매,섬유·의복·신발 소매,기타 의류 소매업,전북특별자치도,김제시,금구면,전북특별자치도 김제시 금구면 옥성리 728,전북특별자치도 김제시 금구면 금백로 7
비비큐전주,음식,기타 간이,치킨,전북특별자치도,전주시 완산구,서신동,전북특별자치도 전주시 완산구 서신동 960-1,전북특별자치도 전주시 완산구 여울로 109
세계로의류,소매,섬유·의복·신발 소매,기타 의류 소매업,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 동중리 132-50,전북특별자치도 부안군 부안읍 시장길 24
두리주유소,소매,연료 소매,주유소,전북특별자치도,전주시 완산구,중앙동,전북특별자치도 전주시 완산구 태평동 271-3,전북특별자치도 전주시 완산구 전주천동로 326
현대상회,소매,섬유·의복·신발 소매,침구류/커튼 소매업,전북특별자치도,남원시,인월면,전북특별자치도 남원시 인월면 인월리 253-4,전북특별자치도 남원시 인월면 인월장터로 23
와우,음식,기타 간이,김밥/만두/분식,전북특별자치도,군산시,소룡동,전북특별자치도 군산시 오식도동 667-7,전북특별자치도 군산시 가도로 188
생생건축인력,시설관리·임대,고용 알선,고용 알선업,전북특별자치도,군산시,나운1동,전북특별자치도 군산시 나운동 807-14,전북특별자치도 군산시 공단대로 476-4
서원식당,음식,한식,백반/한정식,전북특별자치도,전주시 완산구,중화산2동,전북특별자치도 전주시 완산구 중화산동2가 656,전북특별자치도 전주시 완산구 영경2길 6
중앙설렁탕,음식,한식,국/탕/찌개류,전북특별자치도,전주시 완산구,중앙동,전북특별자치도 전주시 완산구 태평동 9-8,전북특별자치도 전주시 완산구 노송여울1길 43-12
춘원회관,음식,한식,국수/칼국수,전북특별자치도,남원시,노암동,전북특별자치도 남원시 어현동 37-199,전북특별자치도 남원시 양림길 14-10
파리바게뜨전주우아점,음식,기타 간이,빵/도넛,전북특별자치도,전주시 덕진구,인후3동,전북특별자치도 전주시 덕진구 인후동1가 846-10,전북특별자치도 전주시 덕진구 건산로 260
초심스터디카페,예술·스포츠,도서관·사적지,독서실/스터디 카페,전북특별자치도,전주시 완산구,삼천3동,전북특별자치도 전주시 완산구 삼천동1가 725-13,전북특별자치도 전주시 완산구 용리로 35
피자스쿨전북삼례점,음식,기타 간이,피자,전북특별자치도,완주군,삼례읍,전북특별자치도 완주군 삼례읍 삼례리 1406-16,전북특별자치도 완주군 삼례읍 삼례역로 8-2
삼양대형카센타,수리·개인,자동차 수리·세차,자동차 정비소,전북특별자치도,전주시 덕진구,조촌동,전북특별자치도 전주시 덕진구 반월동 52,전북특별자치도 전주시 덕진구 삼례로 89
동아가정의학과의원,보건의료,의원,내과/소아과 의원,전북특별자치도,장수군,장수읍,전북특별자치도 장수군 장수읍 장수리 472-12,전북특별자치도 장수군 장수읍 장천로 175
아임디자인,과학·기술,광고,광고물 설계/제작업,전북특별자치도,남원시,도통동,전북특별자치도 남원시 도통동 537-12,전북특별자치도 남원시 시청로 28
미소정한의원,소매,식료품 소매,건강보조식품 소매업,전북특별자치도,전주시 덕진구,송천2동,전북특별자치도 전주시 덕진구 송천동1가 381-3,전북특별자치도 전주시 덕진구 송천로 26
코아화장품,소매,의약·화장품 소매,화장품 소매업,전북특별자치도,군산시,신풍동,전북특별자치도 군산시 문화동 534-1,전북특별자치도 군산시 나운로 4
로터스,음식,비알코올 ,카페,전북특별자치도,남원시,동충동,전북특별자치도 남원시 동충동 226-3,전북특별자치도 남원시 향단로 101
함께하는약국,소매,의약·화장품 소매,약국,전북특별자치도,전주시 완산구,평화2동,전북특별자치도 전주시 완산구 평화동2가 871-2,전북특별자치도 전주시 완산구 평화로 141
군산동규수산,소매,식료품 소매,수산물 소매업,전북특별자치도,익산시,남중동,전북특별자치도 익산시 남중동 35-57,전북특별자치도 익산시 인북로 259
준공인중개사,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,전주시 덕진구,인후3동,전북특별자치도 전주시 덕진구 인후동1가 900-15,전북특별자치도 전주시 덕진구 가재미로 27
전주카서비스센타,수리·개인,자동차 수리·세차,자동차 정비소,전북특별자치도,전주시 덕진구,덕진동,전북특별자치도 전주시 덕진구 덕진동1가 1481-12,전북특별자치도 전주시 덕진구 들사평서로 11
떡전미용실,수리·개인,이용·미용,미용실,전북특별자치도,전주시 덕진구,덕진동,전북특별자치도 전주시 덕진구 덕진동1가 1121-1,전북특별자치도 전주시 덕진구 떡전2길 14
미룡세차장,수리·개인,자동차 수리·세차,자동차 세차장,전북특별자치도,군산시,나운3동,전북특별자치도 군산시 미룡동 861-8,전북특별자치도 군산시 칠성안5길 6
요정인테리어,소매,종합 소매,슈퍼마켓,전북특별자치도,군산시,신풍동,전북특별자치도 군산시 문화동 887-6,전북특별자치도 군산시 대학로 169
기타예술/스포츠교육기관,교육,기타 교육,기타 예술/스포츠 교육기관,전북특별자치도,군산시,나운3동,전북특별자치도 군산시 나운동 870-13,전북특별자치도 군산시 부곡1길 12
천마공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,완주군,용진읍,전북특별자치도 완주군 용진읍 용흥리 139-1,전북특별자치도 완주군 용진읍 봉서로 57-2
씨유전주부킹점,소매,종합 소매,편의점,전북특별자치도,전주시 완산구,서신동,전북특별자치도 전주시 완산구 서신동 896-5,전북특별자치도 전주시 완산구 유연로 327
한미공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,군산시,수송동,전북특별자치도 군산시 미장동 540-11,전북특별자치도 군산시 미장1길 28
채플린,소매,섬유·의복·신발 소매,여성 의류 소매업,전북특별자치도,정읍시,연지동,전북특별자치도 정읍시 연지동 52-18,전북특별자치도 정읍시 중앙로 94
영산강홍어,음식,한식,횟집,전북특별자치도,고창군,고창읍,전북특별자치도 고창군 고창읍 읍내리 648-17,전북특별자치도 고창군 고창읍 성산2길 17
앗싸실내포차,음식,주점,요리 주점,전북특별자치도,전주시 덕진구,우아1동,전북특별자치도 전주시 덕진구 우아동3가 748-3,전북특별자치도 전주시 덕진구 백제대로 786
